date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:55:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:24%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-left-sticky-sidebar.html)
16:55:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:24%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-right-sidebar.html)
16:55:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:24%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-right-sidebar.html)
16:55:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:25%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-right-sticky-sidebar.html)
16:55:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:25%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-content-detached-right-sticky-sidebar.html)
16:55:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:26%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-fixed-navigation.html)
16:55:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:26%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-fixed-navigation.html)
16:55:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:26%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-fixed.html)
16:55:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:27%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-fixed.html)
16:55:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:27%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-boxed.html)
16:55:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:27%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-boxed.html)
16:55:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:28%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-static.html)
16:55:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:28%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-static.html)
16:55:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:28%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-light.html)
16:55:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:29%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-light.html)
16:55:39	2095/2095	---M--	200	added ('OK')	image/png	etag:%225bf91975-82f%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/logo/logo-light-sm.png	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/logo/logo-light-sm.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-dark.html)
16:55:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:29%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-dark.html)
16:55:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:30%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-dark.html)
16:55:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:30%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-light.html)
16:55:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:30%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-light.html)
16:55:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:31%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-dark.html)
16:55:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:31%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-dark.html)
16:55:42	3604/3604	---M--	200	added ('OK')	image/png	etag:%225bf91975-e14%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/logo/logo-light.png	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/logo/logo-light.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-dark.html)
16:55:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:32%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-semi-dark.html)
16:55:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:32%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-semi-dark.html)
16:55:43	4838/4838	---M--	200	added ('OK')	image/png	etag:%225bf91975-12e6%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/logo/logo.png	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/logo/logo.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-semi-dark.html)
16:55:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:32%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-brand-center.html)
16:55:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:33%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-brand-center.html)
16:55:44	1017/1017	---MCZ	200	added ('OK')	text/css	etag:W/%225bfbbea3-3f9%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/css/plugins/forms/checkboxes-radios.min.css	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/css/plugins/forms/checkboxes-radios.min.css	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-components.html)
16:55:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:33%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-components.html)
16:55:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:34%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-components.html)
16:55:44	4862/4862	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf91976-12fe%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/vendors/js/forms/toggle/bootstrap-checkbox.min.js	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/vendors/js/forms/toggle/bootstrap-checkbox.min.js	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-components.html)
16:55:45	1718/1718	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bfbbe92-6b6%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/js/scripts/forms/checkbox-radio.min.js	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/js/scripts/forms/checkbox-radio.min.js	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-components.html)
16:55:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:35%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-styling.html)
16:55:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:35%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-styling.html)
16:55:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:35%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/fixed-top.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/fixed-top.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-styling.html)
16:55:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:35%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/vertical-disabled-navigation-link.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/vertical-disabled-navigation-link.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/navbar-styling.html)
16:55:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:36%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-fixed.html)
16:55:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:36%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-fixed.html)
16:55:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:36%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-flipped.html)
16:55:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:37%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-flipped.html)
16:55:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:37%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-submenu-click.html)
16:55:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:37%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-submenu-click.html)
16:55:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:38%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-submenu-hover.html)
16:55:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:38%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-submenu-hover.html)
16:55:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:38%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-light.html)
16:55:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:39%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-light.html)
16:55:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:39%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-dark.html)
16:55:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:39%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-dark.html)
16:55:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:40%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-right-side-icons.html)
16:55:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:40%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-right-side-icons.html)
16:55:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:40%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-no-dropdown.html)
16:55:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:41%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-no-dropdown.html)
16:55:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:41%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-disabled.html)
16:55:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:41%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-disabled.html)
16:55:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:42%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-badge-pills.html)
16:55:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:42%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-badge-pills.html)
16:55:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Jun%202020%2008:57:42%20GMT	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	C:/My%20Web%20Sites/Robust%20Admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/horizontal-menu-template/horizontal-nav-styling.html)
